tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
urban;2;0,07;25;poca_luz;despejado;si;no;mañana;si;si;1;0,02
rural;2;0,32;60;noche;neblina;si;no;noche;no;si;3;0,7
autopista;1;0,29;70;poca_luz;neblina;si;si;mañana;si;no;3;0,47
urban;2;0,78;25;luz;lluvioso;no;no;tarde;no;si;2;0,36
autopista;2;0,75;25;poca_luz;lluvioso;no;si;noche;no;no;1;0,28
autopista;3;0,89;70;poca_luz;despejado;si;no;tarde;si;si;0;0,41
urban;4;0,29;45;poca_luz;neblina;no;no;tarde;si;si;0;0,22
urban;4;0,47;45;poca_luz;despejado;si;no;tarde;no;si;1;0,03
urban;4;0,02;25;luz;neblina;si;si;tarde;si;no;0;0,19
rural;4;0,99;70;poca_luz;despejado;si;no;mañana;no;si;1;0,48
rural;2;0,41;60;noche;lluvioso;no;no;tarde;si;no;2;0,66
autopista;4;0,56;70;noche;despejado;si;si;noche;no;si;1;0,65
urban;2;0,53;35;poca_luz;lluvioso;no;no;noche;no;si;4;0,31
autopista;2;0,39;25;noche;despejado;si;si;noche;no;no;2;0,31
autopista;3;0,23;60;luz;neblina;si;si;noche;no;si;0;0,37
autopista;2;0,75;70;luz;despejado;no;si;noche;si;si;2;0,47
autopista;2;0,38;35;noche;despejado;no;si;mañana;si;si;0;0,29
autopista;3;0,67;60;poca_luz;neblina;no;no;noche;si;si;1;0,46
urban;3;0,73;45;noche;neblina;si;no;mañana;no;no;1;0,51
rural;1;0,73;70;luz;despejado;si;no;noche;si;no;1;0,32
urban;1;0,08;60;poca_luz;lluvioso;si;si;noche;no;no;0;0,24
urban;2;0,97;25;poca_luz;despejado;si;si;mañana;si;si;2;0,32
urban;3;0,76;45;noche;despejado;no;no;tarde;no;si;1;0,4
rural;1;0,6;70;luz;neblina;si;no;noche;no;no;3;0,54
rural;1;0,29;35;noche;lluvioso;no;si;tarde;si;si;4;0,43
rural;3;0,15;70;noche;lluvioso;no;si;tarde;si;no;3;0,68
urban;2;0,79;35;poca_luz;neblina;no;no;mañana;si;si;0;0,35
rural;2;0,39;25;luz;lluvioso;no;si;mañana;no;si;0;0,3
autopista;3;0,91;60;luz;despejado;si;no;tarde;si;si;3;0,59
rural;4;0,94;45;poca_luz;lluvioso;si;si;noche;no;si;2;0,4
urban;2;0,06;60;luz;neblina;no;si;noche;si;si;1;0,38
urban;3;0,58;70;poca_luz;despejado;si;si;noche;no;no;1;0,36
autopista;2;0,38;25;luz;neblina;si;si;noche;si;si;2;0,21
rural;4;0,41;45;poca_luz;neblina;si;no;tarde;no;no;1;0,14
rural;1;0,62;35;poca_luz;despejado;si;si;tarde;si;no;1;0,16
autopista;4;0,78;25;poca_luz;lluvioso;si;si;tarde;si;si;0;0,27
urban;3;0,55;45;noche;despejado;si;no;noche;si;si;2;0,22
urban;2;0,76;25;noche;lluvioso;si;si;noche;si;si;2;0,62
rural;2;0,97;45;luz;neblina;no;si;mañana;no;si;3;0,52
rural;3;0,41;25;luz;despejado;si;no;noche;si;no;1;0,19
rural;2;0,44;35;poca_luz;despejado;si;no;noche;si;no;0;0,08
rural;1;0,67;45;noche;lluvioso;no;si;tarde;si;si;2;0,49
rural;2;0,04;60;poca_luz;despejado;no;si;mañana;si;no;1;0,17
urban;1;0,12;70;poca_luz;despejado;no;no;tarde;no;si;3;0,33
urban;2;0,15;45;luz;despejado;si;si;noche;si;no;1;0,05
urban;1;0,58;25;noche;lluvioso;no;si;noche;si;si;0;0,48
urban;1;0,54;60;noche;despejado;si;no;mañana;no;si;0;0,49
autopista;2;0,31;70;luz;despejado;no;no;noche;no;si;3;0,37
urban;2;0,57;35;noche;lluvioso;si;si;tarde;no;si;1;0,49
autopista;4;0,96;60;poca_luz;neblina;si;si;mañana;no;no;1;0,59
urban;3;0,86;35;luz;despejado;si;no;noche;no;no;2;0,26
rural;1;0,36;45;luz;lluvioso;si;si;mañana;no;si;3;0,26
rural;4;0,95;60;luz;neblina;si;si;noche;si;si;3;0,62
rural;3;0,35;45;luz;despejado;no;no;tarde;no;no;1;0,08
autopista;2;0,57;45;luz;lluvioso;si;no;noche;no;si;2;0,25
urban;3;0,69;45;poca_luz;neblina;si;no;noche;no;si;0;0,31
urban;1;0,61;25;noche;despejado;no;no;tarde;si;si;4;0,56
autopista;4;0,85;60;luz;neblina;si;no;noche;si;si;1;0,61
autopista;4;0,57;35;luz;neblina;si;no;noche;no;no;1;0,27
autopista;1;0,37;70;poca_luz;lluvioso;si;no;mañana;no;no;1;0,38
autopista;3;0,55;35;poca_luz;despejado;no;no;tarde;no;no;2;0,2
autopista;1;0,93;45;noche;despejado;si;si;tarde;no;no;2;0,56
rural;3;0,71;35;luz;lluvioso;si;si;mañana;no;no;0;0,32
urban;1;0,28;35;noche;lluvioso;no;no;mañana;no;si;2;0,39
autopista;3;0,02;70;luz;despejado;si;si;mañana;si;no;0;0,23
rural;4;0,6;45;poca_luz;lluvioso;si;no;mañana;no;no;3;0,41
autopista;2;0,15;60;luz;neblina;no;si;noche;si;no;2;0,42
rural;1;0,5;35;poca_luz;neblina;no;no;mañana;no;si;0;0,21
autopista;4;0,25;60;luz;neblina;no;no;tarde;si;no;2;0,35
urban;1;0,9;70;luz;lluvioso;no;no;mañana;si;no;5;0,69
autopista;1;0,13;25;poca_luz;lluvioso;si;no;noche;si;si;1;0,14
autopista;3;0,98;70;poca_luz;despejado;si;no;mañana;no;no;4;0,61
urban;1;0,11;45;noche;despejado;si;no;mañana;no;no;2;0,26
urban;2;0,61;35;luz;despejado;si;si;tarde;no;si;0;0,04
autopista;2;0,52;25;poca_luz;lluvioso;si;si;tarde;no;si;1;0,34
urban;1;0,73;35;luz;neblina;no;no;tarde;no;si;0;0,36
urban;2;0,22;70;noche;lluvioso;si;no;tarde;no;no;2;0,56
rural;1;0,43;35;luz;despejado;no;si;noche;si;si;1;0,16
urban;3;0;35;luz;despejado;si;si;mañana;no;si;1;0,07
urban;4;0,67;60;noche;lluvioso;no;no;noche;si;si;2;0,65
autopista;3;0,32;45;noche;neblina;si;no;noche;si;no;0;0,41
autopista;3;0,96;60;poca_luz;lluvioso;no;si;noche;si;no;0;0,57
rural;1;0,46;70;noche;despejado;si;no;mañana;no;si;1;0,57
autopista;4;0,69;35;luz;lluvioso;no;si;tarde;no;no;0;0,28
urban;3;0,17;70;noche;lluvioso;no;si;mañana;no;no;1;0,5
urban;4;0,81;25;luz;lluvioso;si;si;mañana;no;no;1;0,38
urban;2;0,02;60;luz;neblina;no;no;noche;si;si;1;0,29
autopista;1;0,05;35;luz;lluvioso;si;no;tarde;si;no;2;0,16
urban;2;0,78;70;luz;despejado;no;no;noche;no;no;0;0,4
urban;3;0,4;70;noche;despejado;no;si;tarde;no;no;0;0,39
rural;1;0,05;70;poca_luz;despejado;no;si;noche;si;no;2;0,26
rural;2;0,39;25;poca_luz;lluvioso;no;no;mañana;no;no;0;0,26
rural;4;0,16;70;poca_luz;despejado;si;no;mañana;no;no;1;0,15
autopista;2;0,47;45;noche;despejado;si;si;tarde;no;si;1;0,3
urban;4;0,99;60;poca_luz;neblina;no;si;mañana;si;no;3;0,61
urban;3;0,01;35;noche;lluvioso;si;no;tarde;si;si;1;0,38
urban;4;0,78;45;luz;neblina;si;no;mañana;si;si;1;0,33
rural;3;0,37;60;noche;neblina;no;si;mañana;si;no;1;0,65
urban;2;0,78;70;poca_luz;neblina;no;si;noche;no;si;0;0,53
urban;3;0,45;60;luz;lluvioso;si;no;noche;no;si;3;0,61
urban;1;0,75;25;luz;despejado;no;no;mañana;no;no;0;0,15
urban;1;0,55;45;noche;lluvioso;no;si;noche;si;no;1;0,48
urban;2;0,74;70;noche;neblina;si;no;tarde;si;no;2;0,78
autopista;1;0,51;60;poca_luz;lluvioso;no;no;noche;si;no;1;0,46
urban;2;0,67;60;luz;neblina;no;si;noche;si;no;1;0,56
autopista;4;0,46;45;poca_luz;despejado;si;no;noche;si;si;0;0,2
urban;2;0,24;70;poca_luz;neblina;si;no;mañana;no;si;2;0,36
autopista;2;0,76;60;noche;despejado;si;si;mañana;no;no;3;0,77
urban;2;0,5;70;noche;despejado;no;no;noche;si;si;2;0,53
urban;4;0,39;25;noche;neblina;si;no;tarde;si;si;0;0,44
urban;3;0,99;70;poca_luz;despejado;si;si;tarde;no;no;0;0,54
urban;1;0,05;25;luz;neblina;si;si;mañana;si;no;1;0,11
rural;1;0,73;35;poca_luz;despejado;si;no;tarde;no;si;1;0,27
urban;3;0,41;35;luz;despejado;no;no;tarde;no;si;2;0,13
autopista;4;0,33;45;poca_luz;neblina;si;si;mañana;no;no;0;0,28
rural;3;0,9;25;luz;lluvioso;si;si;noche;si;si;4;0,48
rural;3;0,78;60;noche;neblina;no;no;noche;no;no;0;0,7
urban;4;0,02;70;noche;despejado;no;no;noche;no;no;0;0,34
autopista;4;0,74;70;luz;neblina;no;no;mañana;si;no;2;0,45
autopista;3;0,01;25;luz;despejado;si;no;noche;no;no;1;0
rural;2;0,05;60;poca_luz;neblina;si;no;noche;si;si;1;0,28
autopista;4;0,25;60;noche;lluvioso;si;no;mañana;no;no;1;0,63
urban;4;0,98;25;luz;neblina;si;no;noche;si;no;1;0,39
urban;3;0,39;45;noche;despejado;no;no;tarde;no;no;3;0,39
urban;4;0,57;25;luz;despejado;no;no;mañana;no;no;1;0,18
urban;1;0,78;60;poca_luz;neblina;no;no;noche;si;si;4;0,54
urban;4;0,26;35;luz;despejado;si;no;noche;si;no;3;0,21
rural;2;0,94;25;noche;despejado;no;si;mañana;no;no;0;0,38
urban;1;0,46;70;poca_luz;despejado;no;si;noche;si;no;0;0,39
urban;1;0,88;45;noche;neblina;no;no;mañana;si;si;2;0,58
rural;1;0,45;70;poca_luz;neblina;si;si;mañana;no;no;2;0,49
rural;4;0,91;25;poca_luz;neblina;si;si;mañana;si;no;3;0,49
rural;3;0,86;70;luz;neblina;no;no;noche;si;si;0;0,6
autopista;1;0,34;60;poca_luz;despejado;no;si;noche;si;no;1;0,28
autopista;4;0,09;25;luz;despejado;no;si;noche;si;no;1;0,03
urban;4;0,06;45;luz;neblina;si;no;noche;si;si;1;0,09
urban;1;0,47;45;poca_luz;lluvioso;si;si;tarde;si;no;1;0,29
urban;1;0,04;70;poca_luz;despejado;no;si;tarde;no;si;1;0,23
autopista;3;0,62;25;luz;despejado;si;no;mañana;si;si;1;0,23
urban;1;0,81;35;poca_luz;despejado;no;no;tarde;no;no;0;0,2
urban;3;0,87;70;noche;despejado;no;no;tarde;no;si;1;0,61
autopista;2;0,95;70;luz;despejado;no;no;noche;no;no;3;0,49
rural;1;0,08;60;luz;neblina;si;no;noche;no;si;0;0,34
autopista;3;0,88;25;luz;lluvioso;si;si;tarde;si;si;0;0,36
urban;2;0,1;35;luz;lluvioso;no;si;noche;no;si;2;0,21
autopista;1;0,99;70;noche;neblina;si;si;tarde;no;no;2;0,86
rural;2;0,11;25;poca_luz;despejado;no;no;mañana;si;no;1;0,05
rural;1;1;45;luz;despejado;si;si;noche;si;no;2;0,31
rural;1;0,41;35;noche;lluvioso;si;no;mañana;no;no;4;0,63
rural;4;0,74;45;noche;neblina;si;no;tarde;no;si;2;0,53
rural;2;0,18;25;poca_luz;neblina;si;si;tarde;si;no;2;0,18
rural;4;0,08;25;luz;despejado;si;no;mañana;no;no;0;0,03
urban;2;0,67;60;poca_luz;neblina;no;no;noche;no;si;0;0,58
urban;3;0,55;35;luz;neblina;si;no;mañana;no;no;1;0,24
autopista;1;0,91;35;luz;lluvioso;si;no;tarde;si;no;0;0,3
urban;2;0,68;45;noche;despejado;si;no;mañana;no;si;0;0,42
rural;3;0,64;45;noche;despejado;si;si;tarde;si;no;2;0,34
urban;4;0,65;35;noche;neblina;si;no;mañana;si;si;0;0,5
autopista;1;0,4;35;luz;lluvioso;no;no;tarde;no;no;3;0,37
rural;1;0,72;60;poca_luz;despejado;no;no;mañana;si;no;0;0,45
urban;4;0,89;35;poca_luz;neblina;no;no;noche;no;si;0;0,2
urban;4;0,69;25;noche;lluvioso;no;no;noche;no;no;1;0,52
autopista;2;0,11;25;luz;neblina;si;si;mañana;no;no;1;0,23
rural;4;0,45;60;luz;lluvioso;si;no;mañana;si;si;1;0,41
autopista;4;0,4;45;noche;lluvioso;no;no;mañana;si;si;2;0,44
rural;4;0,48;45;luz;lluvioso;si;si;mañana;si;si;0;0,27
rural;2;0,29;70;luz;despejado;si;si;noche;si;no;4;0,38
urban;4;0,56;60;noche;neblina;si;no;mañana;si;no;2;0,71
autopista;2;0,8;60;poca_luz;lluvioso;no;no;tarde;si;no;1;0,7
autopista;1;0,34;25;poca_luz;despejado;no;si;tarde;no;no;2;0,11
autopista;4;0,92;25;poca_luz;neblina;si;si;tarde;no;si;1;0,41
rural;2;0,28;70;luz;despejado;si;no;tarde;no;no;2;0,2
autopista;2;0,5;70;noche;despejado;no;si;noche;si;no;3;0,65
rural;3;0,65;25;noche;lluvioso;si;no;noche;si;no;1;0,51
autopista;2;0,82;25;poca_luz;lluvioso;no;no;noche;no;no;1;0,28
autopista;3;0,67;35;luz;lluvioso;si;si;tarde;si;no;2;0,34
urban;2;0,88;70;luz;despejado;no;si;mañana;no;no;2;0,52
autopista;2;0,83;35;noche;lluvioso;no;si;tarde;no;si;4;0,65
urban;3;0,2;35;noche;neblina;no;si;mañana;si;no;1;0,41
urban;1;0,37;35;luz;neblina;no;no;mañana;no;no;2;0,2
rural;1;0,03;25;poca_luz;lluvioso;no;si;mañana;no;no;1;0,06
autopista;1;0,29;60;luz;neblina;no;no;tarde;si;no;1;0,36
autopista;3;0,02;25;noche;lluvioso;no;si;noche;no;no;1;0,32
autopista;4;0,69;25;luz;neblina;no;no;mañana;si;no;2;0,31
urban;2;0,71;45;noche;despejado;no;no;noche;si;no;0;0,42
autopista;3;0,78;35;poca_luz;lluvioso;no;no;tarde;si;si;2;0,3
rural;4;0,14;25;poca_luz;neblina;si;no;mañana;si;no;4;0,22
rural;4;0,32;35;luz;despejado;si;si;tarde;no;no;3;0,22
autopista;1;0,63;25;noche;lluvioso;no;no;mañana;si;si;0;0,49
urban;4;0,85;35;poca_luz;despejado;si;no;tarde;si;si;1;0,17
rural;3;0,85;60;luz;lluvioso;si;si;mañana;no;si;2;0,6
rural;3;0,4;60;poca_luz;neblina;no;si;mañana;si;no;1;0,41
urban;1;0,33;25;luz;neblina;si;si;noche;no;no;3;0,28
rural;2;0,46;35;poca_luz;neblina;si;si;tarde;no;no;2;0,29
urban;2;0,16;45;luz;neblina;si;no;mañana;si;si;0;0,12
rural;1;0,23;45;noche;despejado;no;si;noche;si;si;1;0,36
urban;2;0,02;45;poca_luz;despejado;si;si;noche;no;no;1;0,02
rural;4;0,75;45;noche;lluvioso;no;si;noche;no;no;0;0,56
autopista;1;0,99;45;noche;despejado;no;si;mañana;si;no;3;0,55
rural;4;0,08;70;noche;lluvioso;no;no;mañana;si;no;2;0,59
rural;4;0,15;35;poca_luz;despejado;si;no;noche;si;si;1;0,02
autopista;2;0,2;60;poca_luz;lluvioso;si;no;mañana;no;si;2;0,36
autopista;1;0,54;70;noche;despejado;no;si;noche;no;no;0;0,59
autopista;3;0,39;35;poca_luz;lluvioso;no;si;mañana;no;no;2;0,21
autopista;3;0,08;25;noche;neblina;no;no;tarde;no;si;3;0,46
urban;3;0;45;noche;despejado;si;si;noche;no;si;0;0,16
urban;1;0,34;25;noche;lluvioso;no;no;noche;si;si;4;0,54
rural;4;0,44;70;noche;neblina;no;no;mañana;si;si;3;0,79
rural;4;0,69;25;noche;neblina;no;no;tarde;no;si;3;0,65
rural;3;0,98;70;luz;despejado;si;si;tarde;no;no;0;0,59
urban;4;0,41;60;poca_luz;neblina;no;no;tarde;si;si;1;0,42
rural;3;0,52;60;noche;lluvioso;si;no;mañana;no;no;2;0,73
rural;2;0,73;25;poca_luz;neblina;no;no;mañana;no;si;0;0,37
urban;3;0,42;35;poca_luz;despejado;si;si;tarde;no;si;0;0,08
rural;1;0,6;25;luz;despejado;si;no;tarde;no;si;1;0,27
urban;4;0,37;60;poca_luz;lluvioso;si;si;noche;si;no;0;0,41
urban;1;0,99;25;noche;lluvioso;no;si;mañana;no;si;0;0,55
autopista;3;0,22;60;luz;lluvioso;no;no;mañana;no;no;3;0,46
autopista;2;0,75;70;poca_luz;despejado;no;no;tarde;si;no;1;0,52
urban;3;0,09;45;luz;despejado;no;no;noche;no;no;1;0,01
urban;4;0,27;60;luz;despejado;si;si;noche;no;no;1;0,35
autopista;1;0,7;60;noche;despejado;no;si;tarde;si;si;1;0,64
rural;3;0,31;60;noche;neblina;no;no;mañana;no;si;1;0,66
rural;2;0,31;70;luz;lluvioso;si;no;tarde;si;no;1;0,4
rural;3;0,21;70;luz;neblina;si;no;tarde;si;no;3;0,46
urban;1;0,08;60;poca_luz;despejado;no;si;noche;no;no;0;0,35
autopista;4;0,35;45;noche;despejado;si;no;tarde;si;no;2;0,36
rural;1;0,1;45;noche;despejado;no;si;tarde;si;si;0;0,24
autopista;2;0,99;25;luz;neblina;no;no;mañana;no;no;2;0,38
autopista;2;0,3;25;poca_luz;lluvioso;no;no;tarde;no;no;0;0,25
urban;2;0,53;25;noche;lluvioso;si;no;noche;si;si;2;0,41
rural;4;0,27;25;noche;neblina;si;si;tarde;no;si;2;0,37
autopista;1;0,23;25;poca_luz;neblina;si;no;noche;no;no;0;0,06
urban;4;0,72;35;noche;despejado;si;si;tarde;si;si;1;0,41
urban;3;0,36;45;luz;despejado;no;no;tarde;si;no;0;0,07
urban;2;0,17;45;luz;lluvioso;no;si;tarde;si;no;3;0,3
rural;4;0,2;25;poca_luz;despejado;si;si;noche;no;si;2;0,09
rural;2;0,88;70;poca_luz;lluvioso;no;si;noche;si;no;1;0,55
urban;3;0,57;70;luz;neblina;no;no;tarde;no;no;3;0,68
rural;3;0,66;60;poca_luz;despejado;no;no;noche;no;no;2;0,4
rural;4;0,09;25;luz;neblina;no;no;mañana;no;no;0;0,08
autopista;2;0,58;70;luz;despejado;no;no;mañana;si;no;1;0,39
urban;4;0,19;60;luz;lluvioso;si;no;tarde;si;si;1;0,25
urban;4;0,12;60;poca_luz;lluvioso;no;si;noche;si;no;3;0,45
rural;3;0,49;70;noche;despejado;si;no;tarde;si;no;0;0,5
urban;4;0,6;60;noche;lluvioso;si;no;noche;no;no;2;0,57
urban;4;0,36;25;poca_luz;lluvioso;si;no;mañana;si;si;0;0,17
urban;2;0,69;60;poca_luz;neblina;no;si;noche;si;no;1;0,57
rural;2;0,83;70;luz;neblina;no;si;mañana;si;no;0;0,57
rural;2;0,62;60;luz;neblina;no;si;noche;no;no;0;0,53
rural;3;0,78;70;luz;despejado;si;si;tarde;si;si;3;0,51
autopista;2;0,85;35;noche;despejado;no;si;mañana;si;si;0;0,48
urban;3;0,99;25;poca_luz;despejado;si;si;noche;no;si;1;0,37
autopista;4;0,58;45;noche;lluvioso;no;no;noche;si;si;1;0,45
rural;1;0,11;25;noche;despejado;no;si;noche;si;si;2;0,27
autopista;4;0,41;35;poca_luz;despejado;no;si;noche;no;no;1;0,13
urban;3;0,75;70;noche;neblina;no;no;mañana;si;no;2;0,72
urban;3;0,87;35;luz;despejado;no;no;noche;si;no;2;0,22
rural;4;0,21;25;poca_luz;despejado;si;si;noche;no;si;3;0,2
rural;1;0,6;60;poca_luz;despejado;si;no;noche;si;no;1;0,36
autopista;4;0,73;25;luz;neblina;no;si;tarde;no;si;1;0,34
rural;1;0,99;25;poca_luz;despejado;no;no;mañana;si;si;1;0,3
autopista;2;0,38;70;poca_luz;neblina;si;no;noche;si;si;0;0,49
urban;1;0,04;60;noche;lluvioso;si;no;tarde;si;no;1;0,48
urban;4;0,96;25;luz;despejado;si;no;mañana;no;no;2;0,28
urban;3;0,05;60;poca_luz;despejado;no;si;noche;si;no;6;0,35
urban;2;0,24;70;poca_luz;lluvioso;no;si;mañana;si;si;1;0,35
urban;2;0,55;45;poca_luz;lluvioso;si;si;mañana;si;si;1;0,17
autopista;1;0,09;45;noche;despejado;no;no;tarde;si;no;3;0,32
urban;1;0,94;25;luz;despejado;no;no;tarde;no;si;1;0,21
autopista;1;0,57;35;noche;despejado;si;no;noche;si;si;1;0,41
urban;4;0,36;60;poca_luz;neblina;no;si;tarde;no;no;0;0,42
autopista;2;0,36;45;luz;lluvioso;si;no;mañana;no;no;3;0,38
autopista;2;0,01;35;poca_luz;despejado;si;si;tarde;si;no;1;0
autopista;1;0,81;60;poca_luz;lluvioso;si;si;mañana;si;si;0;0,6
rural;4;0,41;35;noche;despejado;si;no;tarde;si;no;3;0,35
autopista;2;0,01;35;poca_luz;lluvioso;no;no;tarde;no;si;0;0
autopista;2;0,8;25;noche;lluvioso;si;si;mañana;no;no;0;0,55
urban;2;0,92;35;noche;despejado;si;si;mañana;si;no;0;0,41
autopista;2;0,64;70;poca_luz;lluvioso;si;no;mañana;no;no;3;0,6
autopista;2;0,98;35;noche;neblina;si;si;noche;si;no;3;0,64
rural;3;0,54;45;poca_luz;lluvioso;no;si;noche;no;no;1;0,33
urban;2;0,08;35;poca_luz;neblina;si;no;tarde;si;no;1;0,06
rural;1;0,97;60;noche;neblina;si;si;noche;si;si;2;0,7
rural;2;0,3;35;luz;neblina;si;si;noche;si;no;2;0,17
rural;2;0,72;70;luz;neblina;si;si;noche;si;si;3;0,6
autopista;1;0,5;35;noche;lluvioso;si;no;tarde;no;si;1;0,42
rural;3;0,18;25;luz;lluvioso;no;no;tarde;no;no;1;0,1
rural;1;0,39;70;poca_luz;despejado;no;si;mañana;si;no;0;0,29
urban;1;0,4;60;luz;lluvioso;no;no;mañana;no;si;2;0,33
urban;1;0,76;60;poca_luz;lluvioso;no;si;noche;no;si;1;0,5
urban;4;0,28;60;poca_luz;lluvioso;no;no;noche;no;si;1;0,37
urban;2;0,99;35;poca_luz;lluvioso;si;no;tarde;no;si;2;0,48
rural;2;0,83;35;luz;despejado;si;si;noche;no;si;3;0,31
urban;2;0,62;60;poca_luz;neblina;si;no;tarde;si;no;4;0,62
autopista;1;0,52;70;luz;neblina;si;no;tarde;no;si;5;0,55
rural;2;0,74;35;poca_luz;neblina;si;si;tarde;no;si;2;0,33
urban;4;0,95;25;luz;lluvioso;si;si;mañana;no;si;2;0,36
rural;3;1;35;noche;despejado;si;no;tarde;no;si;1;0,48
urban;2;0,87;35;luz;lluvioso;si;no;mañana;si;no;2;0,36
rural;2;0,03;45;poca_luz;lluvioso;si;no;noche;si;no;2;0,21
urban;1;0,97;25;noche;despejado;no;no;noche;si;si;2;0,49
autopista;3;0,73;25;noche;despejado;si;si;tarde;no;no;3;0,56
urban;3;0,61;70;noche;neblina;si;si;tarde;no;si;1;0,62
rural;3;0,18;35;luz;despejado;si;si;noche;no;no;0;0,03
rural;2;0,13;45;noche;despejado;si;si;mañana;no;si;2;0,14
autopista;3;0,46;60;noche;neblina;no;no;noche;no;si;3;0,77
rural;1;0,72;45;luz;lluvioso;no;si;noche;si;si;2;0,29
autopista;3;0,75;60;noche;despejado;si;si;noche;no;si;1;0,59
rural;2;0,55;60;poca_luz;lluvioso;no;si;mañana;no;si;1;0,48
rural;3;0,81;60;luz;neblina;si;si;mañana;si;no;1;0,57
autopista;3;0,58;70;poca_luz;lluvioso;si;no;mañana;si;si;3;0,66
rural;1;0,43;25;poca_luz;neblina;no;si;noche;si;si;1;0,19
rural;3;0,37;25;noche;lluvioso;si;si;noche;si;no;1;0,43
autopista;2;0,29;70;poca_luz;neblina;si;no;mañana;no;no;0;0,38
urban;4;0,82;60;noche;despejado;si;no;noche;si;no;3;0,77
autopista;2;0,22;25;noche;lluvioso;si;no;mañana;no;no;1;0,35
rural;3;0,9;25;luz;despejado;no;no;tarde;no;si;3;0,36
urban;1;0,31;25;poca_luz;despejado;si;si;noche;no;si;0;0,06
urban;1;0,43;45;luz;lluvioso;si;si;mañana;si;no;1;0,19
urban;2;0,15;70;luz;despejado;si;no;mañana;si;no;2;0,25
autopista;1;0,11;35;luz;despejado;no;si;noche;si;no;2;0,01
urban;3;0,14;70;poca_luz;despejado;si;no;noche;si;no;3;0,4
urban;4;0,73;60;poca_luz;neblina;no;si;noche;no;no;1;0,53
urban;1;0,69;45;luz;lluvioso;si;no;tarde;si;si;1;0,32
rural;4;0,7;25;poca_luz;lluvioso;si;si;noche;no;si;0;0,42
autopista;1;0,85;70;luz;lluvioso;si;si;tarde;no;si;2;0,56
autopista;2;0,2;35;poca_luz;despejado;si;si;mañana;si;si;1;0,04
rural;3;0,26;70;luz;lluvioso;si;no;mañana;no;no;1;0,37
urban;4;0,96;45;luz;despejado;si;no;noche;si;si;3;0,44
rural;4;0,11;35;poca_luz;neblina;no;si;noche;si;no;2;0,13
rural;2;0,28;45;poca_luz;neblina;no;no;mañana;si;si;1;0,18
urban;1;0,96;25;noche;neblina;si;si;tarde;no;si;2;0,55
urban;2;0,55;35;poca_luz;despejado;si;no;tarde;si;no;1;0,17
autopista;4;0,93;35;luz;despejado;no;no;tarde;no;si;0;0,33
urban;1;0,81;60;noche;despejado;no;si;noche;si;no;3;0,7
rural;2;0,95;35;poca_luz;despejado;si;si;mañana;si;si;0;0,22
rural;4;0,74;70;noche;neblina;si;no;noche;no;si;1;0,71
urban;4;0,26;35;poca_luz;neblina;no;si;noche;si;si;1;0,25
autopista;1;0,76;25;poca_luz;neblina;si;si;noche;no;si;0;0,35
rural;2;0,39;70;luz;lluvioso;no;no;mañana;no;no;0;0,47
urban;1;0,16;60;noche;lluvioso;si;no;mañana;no;no;2;0,49
autopista;3;0,25;70;noche;lluvioso;si;si;mañana;si;si;0;0,58
autopista;2;0,29;70;noche;neblina;no;si;tarde;no;si;1;0,67
rural;1;0,1;45;noche;neblina;si;si;mañana;no;si;0;0,35
rural;1;0,4;35;noche;lluvioso;no;si;tarde;no;si;0;0,38
autopista;3;0,94;60;poca_luz;neblina;si;si;mañana;no;no;1;0,66
autopista;1;0,19;45;luz;lluvioso;no;si;noche;no;si;3;0,19
autopista;2;0,98;35;noche;despejado;no;no;mañana;si;no;1;0,48
urban;3;0,49;35;noche;neblina;si;no;tarde;si;si;0;0,43
rural;2;0,76;25;poca_luz;despejado;no;si;mañana;no;no;5;0,37
autopista;2;0,11;60;noche;neblina;si;si;tarde;no;no;0;0,51
rural;1;0,86;35;luz;despejado;no;no;mañana;si;no;0;0,28
rural;1;0,58;45;luz;neblina;no;no;noche;no;no;2;0,34
rural;2;0,13;25;luz;neblina;si;si;tarde;no;si;1;0,16
autopista;4;0,5;35;luz;neblina;no;si;noche;si;si;1;0,25
urban;1;0,68;25;poca_luz;lluvioso;no;no;noche;no;no;1;0,32
autopista;2;0,41;45;luz;lluvioso;no;no;tarde;si;no;1;0,31
rural;1;0,32;45;noche;lluvioso;no;no;mañana;si;si;4;0,56
autopista;2;0,3;35;poca_luz;lluvioso;si;no;noche;si;si;1;0,14
autopista;1;0,53;60;luz;lluvioso;no;si;noche;no;no;1;0,54
rural;3;0,44;45;noche;neblina;no;no;noche;no;si;1;0,4
rural;4;0,74;60;luz;despejado;no;si;tarde;si;si;1;0,42
autopista;2;0,95;70;noche;neblina;no;no;mañana;no;no;1;0,82
autopista;1;0,18;60;noche;neblina;no;no;tarde;no;no;1;0,61
autopista;3;0,51;60;noche;neblina;si;no;mañana;si;si;2;0,66
autopista;2;0,49;35;noche;lluvioso;si;no;tarde;si;si;2;0,4
urban;4;0,4;25;noche;lluvioso;no;si;mañana;si;si;0;0,43
autopista;4;0,75;45;poca_luz;lluvioso;si;no;tarde;no;si;0;0,28
urban;4;0,46;35;luz;neblina;no;si;noche;si;si;2;0,18
